,Type of Program,Type of Residency,PGY1 Subtype,PGY2 Specialty,Area of Emphasis,Primary Setting,Teaching and Learning Curriculum,Description of opportunity,Residency Accreditation,ACCP Peer Reviewed Research Fellowship,Preceptor,Institution,Length (Yrs),Start Date,Stipend,Number of These Positions,Number of OTHER postgraduate positions at program location,Region,On-call hours per month,Staffing hours per month,Program Website,Training Program Video,Training Program Twitter Handle,Contact,Conact,Web ID,Last Modified
24,Residency,PGY1,Pharmacy,,,Community Hospital,,ASHP accredited PGY-1 Residency in a two campus community hospital system.  YRMC West 140 beds and YRMC East 50 beds serving the Prescott area.  Affiliated with Midwestern University School of Pharmacy and University of Arizona School of Pharmacy.    ,,,Ronald Cloud,Dignity Health - Yavapai Regional Medical Center ,1,"July 01, 2022","$50,000.00",2,,Southwest,,32,https://www.yrmc.org/services/pharmacy/pharmacy-residency,,,"Ronald CloudDignity Health - Yavapai Regional Medical Center 1003 Willow Creek RoadPrescott, AZ 86301928-771-5155 (Phone)rcloud@yrmc.org","Ronald CloudDignity Health - Yavapai Regional Medical Center 1003 Willow Creek RoadPrescott, AZ 86301928-771-5155 (Phone)rcloud@yrmc.org",W-7887,"August 16, 2021"
25,Residency,PGY1,Pharmacy,,,Academic Health System,,"St. Joseph’s Hospital and Medical Center PGY1 pharmacy residency program produces highly qualified clinical pharmacists fully ready to meet the demands of clinical practice or transition seamlessly into a PGY2 residency program. 

Located in the heart of Phoenix, Arizona, St. Joseph’s Hospital and Medical Center (SJHMC) is a 600 bed not-for-profit academic teaching hospital.  St. Joseph’s is a nationally recognized center for quality quaternary care, medical education, and research. SJHMC is home to the internationally renowned Barrow Neurological Institute, Norton Thoracic Institute, and University of Arizona Cancer Center. SJHMC also offers a Level III Neonatal Intensive Care Unit and a Level I Trauma Center that is certified by the American College of Surgeons.",,,"Christian Eslinger, PharmD, MBA, MEng, BCPS ",Dignity Health - St. Joseph's Hospital and Medical Center,1,"June 26, 2023","$47,740.00",4,,Southwest,,16,https://www.dignityhealth.org/arizona/locations/stjosephs/about-us/research-and-education/residency-programs/pharmacy,,@SJHMCPharmRes,"Christian Eslinger, PharmD, MBA, MEng, BCPS Dignity Health - St. Joseph's Hospital and Medical Center350 W Thomas RdPhoenix, AZ 85013(602) 406-6480 (Phone)Christian.Eslinger@dignityhealth.org","Christian Eslinger, PharmD, MBA, MEng, BCPS Dignity Health - St. Joseph's Hospital and Medical Center350 W Thomas RdPhoenix, AZ 85013(602) 406-6480 (Phone)Christian.Eslinger@dignityhealth.org",W-7065,"July 18, 2022"
26,Residency,PGY1,Pharmacy,,,Academic Health System,,"Mayo Clinic Hospital in Arizona offers a PGY1 program designed for pharmacists desiring a broad experience at one of the nation's top hospitals. Required block learning experiences include internal medicine 1 & 2, oncology, solid organ transplant, infectious disease, critical care and investigational drug services. Upon successful completion of the Clinical Educators Program, residents will earn a teaching certificate. Opportunities to co-precept APPE students are also available. Residents complete a research project, which includes a research certificate, research seminars, mentorship, and biostatistics support. Residents also complete a medication use evaluation/quality improvement project. Additional requirements include formal presentations, completion of a inpatient staffing, BLS/ACLS certification, and medical emergency response.",,,"Lisa K Buss Preszler, PharmD, BCACP",Mayo Clinic Hospital in Arizona,1,"June 28, 2023","$51,000.00",4,2,,,32,https://college.mayo.edu/academics/health-sciences-education/pgy-1-pharmacy-residency-at-mayo-clinic-hospital--arizona/,,@MayoPharmRes,"Lisa K Buss Preszler, PharmD, BCACPMayo Clinic Hospital in Arizona5777 E Mayo BlvdPhoenix, AZ 850544803424302 (Phone)busspreszler.lisa@mayo.edu","Lisa K Buss Preszler, PharmD, BCACPMayo Clinic Hospital in Arizona5777 E Mayo BlvdPhoenix, AZ 850544803424302 (Phone)busspreszler.lisa@mayo.edu",W-7565,"July 17, 2022"
27,Residency,PGY1,Pharmacy,,,Community Hospital,,"The residency develops clinically competent pharmacy practitioners with the knowledge and experience to face current complex health-care demands. Graduates will acquire leadership, teaching, and professional skills vital to success in today's various practice settings. Offered rotations: critical care, infectious diseases, internal medicine, administration, ambulatory care, informatics, & oncology. The residents will be involved in completing a teaching certificate, performing a research project, and participating in community outreach events such as presentations, health fairs, and a radio program appearance. Our practice site offers unique learning opportunities to those interested in a PGY-1 residency program with extra training in Ambulatory Care.
https://www.azkrmc.com/sites/default/files/Email-Recruitment-Brochure.pdf
",,,"Linda Williams, PharmD",Kingman Regional Medical Center (Northwestern Arizona),1,"June 20, 2022","$50,000.00",2,,Southwest,,24,http://www.azkrmc.com/pgy-1-pharmacy-residency,https://youtu.be/cKrlg5sSmAs,,"Linda Williams, PharmDKingman Regional Medical Center (Northwestern Arizona)3269 N Stockton Hill RdKingman, AZ 86409928-263-3488 (Phone)LPHANWILLIAMS@AZKRMC.COM","Linda Williams, PharmDKingman Regional Medical Center (Northwestern Arizona)3269 N Stockton Hill RdKingman, AZ 86409928-263-3488 (Phone)LPHANWILLIAMS@AZKRMC.COM",W-8153,"October 27, 2021"
28,Residency,PGY1,Pharmacy,,,Academic Health System,,"Comprehensive VA residency includes experience in acute care medicine, primary care, critical care,  geriatrics, mental health, cardiology, oncology, infectious disease, emergency medicine, medical subspecialty clinics, practice management, pharmacy operations  MUE, Pharmacy and Therapeutics Committee activities, administration, literature evaluation, drug policy development, teaching, research, and enhancing presentation and communication skills. Three months of elective experiences are available.
Fringe Benefits: Paid sick leave and 13 vacation days during residency. Health insurance options available. Excellent weather year round.",,,Stephanie Davis,Tucson VA: Southern Arizona VA Health Care System,1,"July 01, 2023","$42,188.00",8,1,Southwest,,,https://www.va.gov/files/2021-11/PGY1_Pharmacy_Residency.pdf,,,"Stephanie DavisTucson VA: Southern Arizona VA Health Care System3601 S. 6th Ave 119Tucson, AZ 85723520 792-1450 ext 12036 (Phone)stephanie.davis4@va.gov","Stephanie DavisTucson VA: Southern Arizona VA Health Care System3601 S. 6th Ave 119Tucson, AZ 85723520 792-1450 ext 12036 (Phone)stephanie.davis4@va.gov",W-8345,"July 26, 2022"
29,Residency,PGY1,Pharmacy,,,Community Hospital,,"The Tucson Medical Center PGY1 Pharmacy Residency is accredited by ASHP.

At TMC, residents practice as a respected team member, contributing to the management and development of the entire department. There are many opportunities to work with interdisciplinary teams. We also offer countless teaching opportunities with many different disciplines in a variety of venues with options of teaching certificate programs (community or academic).

Our residency program is unique in that it allows the resident flexibility to individualize the program to meet personal goals and aspirations. Arrangements can be made for special interests. Rotations can also be chosen from the list below.",,,Samantha Low,Tucson Medical Center,1,"June 26, 2023","$53,591.00",4,,Southwest,,32,https://www.tmcaz.com/staff-and-volunteers/internships-residencies-and-training/pharmacy-residency/#residency,,,"Samantha LowTucson Medical Center5301 E. Grant RdTucson, AZ 85712520-324-3558 (Phone)samantha.low@tmcaz.com","Samantha LowTucson Medical Center5301 E. Grant RdTucson, AZ 85712520-324-3558 (Phone)samantha.low@tmcaz.com",W-9399,"August 12, 2022"
30,Residency,PGY1,Pharmacy,,,Academic Health System,,"The BC Cancer Pharmacy residency program is an experiential learning program that focuses on developing 5 core skills:
1. Clinical skills in patient care
2. Interprofessional collaboration
3. Leadership
4. Teaching
5. Project management

Rotations include both non-clinical and clinical rotations such as drug distribution/IV admixture, drug information, pharmacokinetics, evidence-based medicine, practice management, medication safety, internal medicine, acute oncology care, ambulatory oncology care, pain and symptom management, and direct patient care rotations in common tumour sites. The resident also completes a longitudinal residency research project. 

Although the majority of rotations will be held in the Lower Mainland, the resident will be required to travel to other BC Cancer centres. A travel stipend will be provided.",,,Rose-Marie Reddy,BC Cancer (Canada),1,"June 13, 2022","$40,000.00",2,,,,,http://www.bccancer.bc.ca/health-professionals/education-development/pharmacy/residency-program,,,"Rose-Marie ReddyBC Cancer (Canada)600-750 West BroadwayVancouver, BC V5Z 1H1800-663-3333 ext 673028 (Phone)Pharm.Edu@bccancer.bc.ca","Rose-Marie ReddyBC Cancer (Canada)600-750 West BroadwayVancouver, BC V5Z 1H1800-663-3333 ext 673028 (Phone)Pharm.Edu@bccancer.bc.ca",W-6427,"August 12, 2021"
31,Residency,PGY1,Pharmacy,,,Pediatric Hospital,,"This comprehensive PGY1 residency provides exposure in all aspects of pediatric care.  Residents will rotate through pediatric general medicine, NICU, PICU, nutrition services, transitions of care in complex patients, and administration. Other elective experiences include: CVICU, hematology/oncology, solid organ transplant, infectious disease, operating room/anesthesia, stem cell, nephrology, cardiology, pulmonology, and other areas to fit the resident’s interest. Residents are also required to attend Code Blue events, present to the Pharmacy & Therapeutics Committee, precept pharmacy students and complete a research project. The goal of the PGY1 residency is to train competent, confident and independent practitioners of pediatric pharmacy practice in a health-system setting.",,,"Tiffany Tesoro, PharmD, BCPS, BCPPS, BCCCP",Lucile Packard Children's Hospital Stanford,1,"June 26, 2023","$62,000.00",5,4,Pacific,,16,http://www.stanfordchildrens.org/en/service/pharmacy-services/residency,,,"Tiffany Tesoro, PharmD, BCPS, BCPPS, BCCCPLucile Packard Children's Hospital Stanford725 Welch RoadMC5921Palo Alto, CA 94304(650) 725-9765 (Phone)rxresidency@stanfordchildrens.org","Tiffany Tesoro, PharmD, BCPS, BCPPS, BCCCPLucile Packard Children's Hospital Stanford725 Welch RoadMC5921Palo Alto, CA 94304(650) 725-9765 (Phone)rxresidency@stanfordchildrens.org",W-6589,"September 12, 2022"
32,Residency,PGY1,Pharmacy,,,Community Hospital,,"NorthBay Healthcare is a 2 hospital system providing Solano County with comprehensive services such as Trauma, Cardiac/Cardiothoracic, Oncology, NICU, Joint Replacement and Neurosurgery. The Department of Pharmacy supports 2 PGY1 residency positions including one in collaboration with Touro University providing an elective academic focus. Core rotations include Medical, Surgical, Intensive Care, Ambulatory Care. Electives include infectious diseases, cardiology, oncology and academia. Our pharmacy features a highly clinical decentralized practice model thanks to CPOE and collaborative medical staff. Residents will have the chance to precept students from 3 schools of pharmacy.",,,"Daniel Ford, PharmD, BCPS, BCCCP",NorthBay Healthcare,1,"July 01, 2023","$52,000.00",2,,Pacific,,,https://www.northbay.org/pharmacy-residency,,,"Daniel Ford, PharmD, BCPS, BCCCPNorthBay Healthcare1200 B. Gale Wilson BlvdFarifield, CA 94533(707) 646-4298 (Phone)pharmacy.residency@northbay.org","Daniel Ford, PharmD, BCPS, BCCCPNorthBay Healthcare1200 B. Gale Wilson BlvdFarifield, CA 94533(707) 646-4298 (Phone)pharmacy.residency@northbay.org",W-6103,"July 17, 2022"
33,Residency,PGY1,Pharmacy,,,Outpatient Clinic,,"The Western University Medical Center Residency Program is a general practice residency program in an ambulatory care setting. The resident will also have inpatient experiences through Olive View-UCLA.  The resident will work as a part of the multidisciplinary team advising physicians, nurses, and patients on appropriate medication use; attending rounds and conferences; and providing lectures on drug therapy to medical, pharmacy, and nursing staff. Taking advantage of the university affiliation, the resident will participate in both the didactic and experiential teaching of Doctor of Pharmacy students. Research experience will involve the completion of a major clinical project during the course of the residency year. ",,,Dr. Anne Kugler,"Western University School of Health Sciences, College of Pharmacy",1,"July 01, 2022","$58,000.00",1,6,Pacific,,,http://www.westernu.edu/pharmacy/residency-fellowship,,,"Dr. Anne KuglerWestern University School of Health Sciences, College of Pharmacy309 East 2nd St.Pomona, CA 91766909-469-8637 (Phone)akugler@westernu.edu","Dr. Anne KuglerWestern University School of Health Sciences, College of Pharmacy309 East 2nd St.Pomona, CA 91766909-469-8637 (Phone)akugler@westernu.edu",W-5940,"July 26, 2022"
